m,bl,dsp,cva,ad,did,rev
2026-03-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV - Frndly - No Content Data,809610338399,2.01
2026-01-01,Open Auction - BFM,Viant,—,Viant - Desktop,,1780.39
2025-02-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (Sports),884791415032,46.98
2025-02-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal  - CTV - $25 and Above,Strat36,0.65
2026-01-01,Select - BFM,TheTradeDesk,Quorum,Quorum - Sports Fans - Physical Visitors,Quoru227,0.0
2026-02-01,Open Auction - BFM,Lemma DSP,—,Lemma DSP CTV Ad,,12261.04
2025-02-01,Open Auction - BFM,Viant,—,Viant - MW [Display],,6946.6
2025-05-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV (Charter),,0.0
2025-04-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV (Non-News),674172181259,160.71
2025-11-01,Select - BFM,Viant,Viant,GameShow,BFViantGameShow,171.5
2025-11-01,Open Auction - BFM,Stirista,—,Stirista - Open Auction - OLV (InApp),,0.0
2025-04-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV -  Lifetime Bundle Override (Price Targeted),MH41,7.7
2025-04-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - History Bundle Override (Price Targeted),MH40,9.87
2025-08-01,Select - BFM,Bidswitch,33Across,33Across Deal - CTV - RON - RTB - BFM,33Acr31,0.0
2026-05-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Newsy,376929459164,6.79
2025-10-01,Open Auction - BFM,SimpliFi,—,SimpliFi - Web (1st Price),,6307.99
2025-09-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Sports RON - Politics Allowed,839419934913,0.09
2025-03-01,Select - BFM,Yahoo DSP,Camelot,Carls - IRIS - Yahoo - Sports,BFIRISCARLSYAHOOSPORTS,0.0
2025-03-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - TV One (Philo),992851313690,32.76
2026-05-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - CTV RON - $10 Floor,893090891708,738.1
2025-05-01,Open Auction - BFM,4INFO,—,Cadent_VIX_UNI-H(Cable)_PMP,,0.0
2025-02-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (Division D Fixed $10),992432077711,9.43
2025-10-01,DSP Marketplace - BFM,Infillion,Beachfront Deal Curation,Bidswitch Deal - Infillion -  CTV/InApp - FEP/CTV $10 and below (Average Clearing Pice),223910661417,1620.16
2025-05-01,Open Auction - BFM,Beeswax,—,Beeswax Deal - MNTN - CTV - Lifetime,,0.0
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Smoothie King Visitors - Banner,Quoru105,0.0
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - Walter County Tourism (Bundles),196835969212,186.78
2025-08-01,DSP Marketplace - BFM,IQM,—,IQM Deal - Web - News RON - Politics Allowed,599662147395,0.27
2025-03-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - CTV - Live Sports,754264186396,0.0
2025-10-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Efficiency Monitoring,443119806437,390.87
2025-12-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Food,Beach165,11.14
2025-07-01,Select - BFM,Bidswitch,Finstream,Nationwide Insurance,Finst2,0.0
2025-07-01,Open Auction - BFM,—,—,F0037322 LUP GENERICA FOTOS TEXTOS 20s,,0.0
2025-05-01,Open Auction - BFM,Between Exchange,—,Bidswitch - MW - 1st Price (HB),,0.75
2025-04-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV - Channel Package - MTV/MTV2 (Bundles),299893517664,0.0
2025-05-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV (P)-SPF,430109082311,13349.83
2025-06-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Frndly - CatchyComedy - Adjust,205969889099,0.0
2025-04-01,Open Auction - BFM,Yahoo DSP,—,Yahoo Deal - Display - Black History Month,,0.0
2026-04-01,DSP Marketplace - BFM,MadHive,—,Madhive Deal - CTV Genre Sports,BFM021,314.19
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD - MLB Web Video - (Amazon (Matterkind)),,0.0
2026-03-01,Open Auction - BFM,Viant,—,Viant - APP - 1st Price,,616.98
2026-02-01,Open Auction - BFM,Madopi,—,Bidswitch - Seedtag,,277.56
2026-01-01,Open Auction - BFM,Knorex,—,Bidswitch - CTV - 1st Price (Bundle 151908),,0.21
2025-06-01,Select - BFM,DV360,IRIS,IRIS.TV - OMD - National Guard - Contextual CTV_BFM,IRIS00269,1.06
2025-12-01,Open Auction - BFM,—,—,VTV_Smartclip_O&amp;O_$8,,0.0
2026-02-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Deal - Desktop Web - Always On - Display,Beach190,0.25
2025-09-01,Open Auction - BFM,Viant,—,Viant - APP,,1550.71
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Seedtag All BFM Pubs,,0.0
2025-06-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $9 Fixed (Spanish Language),21402842725,0.0
2025-07-01,Open Auction - BFM,MadHive,—,MadHive Deal - CTV (Puerto Rico),,0.0
2026-06-01,Open Auction - BFM,—,—,F0045179 BUDO COMBAT GENERICA VIERNES FS 8PM 30,,0.0
2025-01-01,Select - BFM,Yahoo DSP,Camelot,Carls - IRIS - Yahoo - Food,BFIRISCARLSYAHOOFOOD,263.5
2025-01-01,DSP Marketplace - BFM,Stirista,—,Stirista Deal - CTV - DV Discrepancy Test,999144172030,0.05
2025-01-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (TLC),,0.0
2025-06-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Capable - Emotional Sentiment CTV_BFM,IRIS00293,3062.19
2025-08-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Paramount,976384276767,240.68
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - $11 Lockard & Wechsler RON,231435167392,0.0
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - Holiday/Shopping CTV (Deal Library) - Genre - Goodway,774408369864,1074.36
2026-05-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - March Madness - Contextual CTV,Beach217,5.0
2026-02-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Canada),,105.35
2025-02-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Travel,BFM056,96.13
2026-01-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - Hallmark (Network),545977539514,49.84
2026-01-01,Select - BFM,TheTradeDesk,Mavern Media,Mavern Media & Beachfront - MJA - TTD - Multiple - RON - CTV - 20250124,MVRN000026,0.0
2026-03-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Anoki - RON - $12,996138804224,14095.19
2026-03-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop [Display],,0.0
2026-04-01,Open Auction - BFM,DV360,—,Bidswitch - APP 1st Price,,0.14
2025-02-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV (Samsung),BFM055,4.58
2025-03-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $9 Fixed,,0.0
2025-07-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - VideoAmp - CTV - Always On,112854873831,143.82
2025-07-01,Open Auction - BFM,Knorex,—,Bidswitch - CTV - 1st Price,,11.82
2025-05-01,Open Auction - BFM,Viant,—,Viant - Desktop,,18324.4
2025-09-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Fox Television Stations Bundle Override,831874983072,9712.6
2025-05-01,Open Auction - BFM,SimpliFi,—,Simplifi Deal - OTT,,0.0
2025-11-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP - 1st Price,,30.58
2025-08-01,Open Auction - BFM,DV360,—,Bidswitch - MW [Display],,788.33
2025-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - CTV - Live Sports RON,810716829549,80.94
2026-03-01,Open Auction - BFM,GroundTruth,—,GroundTruth Video CTV,,2031.76
2026-05-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop/MW Display,,167.29
2025-09-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web (Taboola),,321.56
2025-02-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV - Local News (Deals Discovery),179348574202,0.0
2025-10-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - CTV - Open Auction (Charter),,290.53
2026-04-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV (Business and News),385551492251,991.26
2025-10-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Walter County Tourism (Channels/Networks),196835969212,1263.66
2025-03-01,DSP Marketplace - BFM,Beeswax,—,tier 1,762667039310,1.83
2025-03-01,DSP Marketplace - BFM,Xandr,BFM Internal,Xandr Deal - OTT (MiQ Canada RON),918568590501,0.03
2025-06-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop [Display],,0.01
2025-05-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt Deal - CTV - Political First Look - TEGNA,688427968140,0.03
2025-11-01,Open Auction - BFM,—,—,TTD - APP [Display],,0.0
2025-08-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - DIY Moments,Aki23,74.35
2025-02-01,Open Auction - BFM,535Media,—,535Media - oRTB CTV,,1402.95
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_FBN_FOX Business_PMP,965906603107,0.0
2025-03-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant NBC CTV (203766),,4.09
2026-05-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent - CTV - Sports (genre),461410362718,23.0
2025-05-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (Warner Bros Discovery),BFMNET010,443.63
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD - STB VOD,,0.0
2025-08-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Genesis Dealership Visitors - Banner,Quoru117,0.0
2025-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - LG Ads - $14,533370911919,5086.02
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD - Desktop - 1st Price (HB),,2146.16
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Baseball US - ctv,Audig1783,0.0
2025-06-01,Open Auction - BFM,IQM,—,IQM - CTV - Open Auction,,9.04
2026-04-01,Open Auction - BFM,StackAdapt,—,StackAdapt - CTV - Open Auction,,119195.93
2025-12-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-08-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - CTV - All Supply w/ Channel Targeting,263082243873,0.78
2026-05-01,Open Auction - BFM,Xapads,—,Xapads - Display,,0.0
2026-02-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_US_CT_CTV_BF_MLMBRID4972,Multi24,0.0
2026-02-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - Valentine’s Day - Contextual CTV,Beach214,158.26
2025-10-01,Open Auction - BFM,—,—,F0033691 FFC GENERICA SABADO 25 v3,,0.0
2026-01-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - CTV - Fox - Force Factor - Deal,368357507405,0.0
2025-08-01,Select - BFM,Inspiritum,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2026-01-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - Tax Season - Contextual CTV,Beach221,0.0
2026-04-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - MW - 1st Price (HB),,0.0
2026-05-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - Desktop [Display],,0.0
2025-01-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Future Today,982107772461,13.7
2025-01-01,Select - BFM,TheTradeDesk,Media Culture,Mathnasium Canada,MC_MATH_CA_CTV,0.3
2025-01-01,Select - BFM,DV360,MultiLocal,T9_mlm_TA_US_CT_CTV_BF_MLMBRID4972,Multi24,0.01
2025-02-01,Select - BFM,SimpliFi,Mavern Media,Football Fanatics - Simpli.fi - CTV,Maver11,0.02
2026-03-01,Open Auction - BFM,Pubmatic,—,CTV SeedTag,,259419.63
2025-05-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo Deal - CTV - Invisibly CTV RON,467153424436,0.02
2026-03-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Non-political inventory,Strat30,5.36
2025-08-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Migration,SimpliFi Deal - CTV (RON),546471010694,15168.38
2025-04-01,Open Auction - BFM,Unruly,—,Unruly InApp 1st Price Video,,0.0
2025-02-01,Open Auction - BFM,Stirista,—,Stirista - Open Auction - OLV (InApp),,0.44
2025-04-01,Open Auction - BFM,Amobee,—,Amobee - APP [Display],,62.17
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Yelp - CTV (RON),,0.0
2025-02-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - PMG Orvis - Fishing Contextual CTV_BFM,IRIS00278,0.0
2025-10-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - WeatherGroup,370043533271,438.4
2026-05-01,Open Auction - BFM,Viant,—,Viant - CTV - 1st Price,,319533.55
2025-05-01,Open Auction - BFM,Viant,—,Viant - MW [Display],,2672.09
2025-04-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Hispanic Audience,160021598282,1652.18
2025-05-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - CTV - Roku - Local News - POLITICAL,491658497313,0.0
2025-05-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Roku - Web/InApp - FEP - RON (Always On),493961542654,0.0
2025-05-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - CTV - Draftkings,418534677389,1.59
2026-04-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - CTV - Open Auction,,3175.98
2025-10-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Seedtag,,1.52
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV ($20 MiQ),992592731681,14.2
2025-05-01,Open Auction - BFM,Basis Technologies,—,0,,0.0
2025-05-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066519 - Optimum Media - Multiple Brands - CTV SmartPMP - US -CTV PoliticalCompliant,Audig1774,0.0
2025-12-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Bully Pulpit - CTV Cannabis Approved,133914955,0.0
2025-12-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - CTV ($15 MiQ) (Walmart),176619450572,0.0
2025-03-01,Open Auction - BFM,SimpliFi,—,Simplifi Deal - App/Web (Small-Screen OTT France),,0.0
2025-03-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - APP Display,,0.0
2025-05-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - A+E,747279147159,368.9
2025-05-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Curation,Simpli.Fi Deal - CTV - FrndlyTV,687464994224,3.24
2025-07-01,Open Auction - BFM,—,—,SmartyAds - CTV (1st Price),,0.0
2025-09-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV - Hallmark (Network),545977539514,13.47
2025-04-01,Open Auction - BFM,DV360,—,Bidswitch - APP,,2481.7
2025-07-01,Select - BFM,TheTradeDesk,Media Culture,Game Show Network,Media24,110.16
2026-02-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo - Seedtag Q1 Tentpole - Winter Olympics - Contextual CTV,Beach225,0.0
2025-02-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Channel-Newsmax,914358280972,0.56
2026-01-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Cable Broadcast - Scripps-Newsy,855918727592,2067.12
2026-05-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Sports CTV_BFM,IRIS00314,3237.99
2025-09-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - CTV - Content Object Removed,918860075162,6082.0
2025-02-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-02-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - LVMH Moet & Chandon - CTV_BFM,IRIS00310,0.0
2026-03-01,Open Auction - BFM,—,—,F0045123 MASL TAC VS BAL FS2 SAN D VS KAN FS SABADO 20,,0.0
2026-06-01,Open Auction - BFM,Yahoo DSP,—,SEEDTAG (DON'T USE),,1919.74
2025-10-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - CTV - Open Auction- Efficiency Monitoring,,981.67
2025-12-01,Select - BFM,Viant,Sightly,MyFitnessPal,Sight18,0.0
2025-07-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Paramount - Bundles,976384276767,2.3
2025-12-01,Open Auction - BFM,—,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-03-01,Open Auction - BFM,Metax,—,0,,0.0
2026-03-01,Open Auction - BFM,Reset Digital,—,Indirect - Reset Digital - $18 Floor,,0.0
2025-09-01,Select - BFM,Between Exchange,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2025-01-01,DSP Marketplace - BFM,4INFO,—,Cadent_A&E_PMP,916551995310,-0.01
2025-01-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - Sports CTV,268236188793,3328.9
2025-05-01,DSP Marketplace - BFM,Yahoo DSP,—,Yahoo Deal - CTV (Division D RON $13),344398214696,338.65
2025-03-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (Political Networks - Conservative) (MiQ),398210260835,0.06
2025-08-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant OutsideTV CTV (204777),,1.33
2025-08-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV -  CBS Bundle Override (Price Targeted),MH42,5344.81
2026-05-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop [Display],,0.0
2025-04-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - MASN (Always on 1:1),173275448739,0.09
2025-02-01,Open Auction - BFM,SimpliFi,—,SimpliFi - MW [Display],,2448.79
2026-02-01,Open Auction - BFM,LoopMe,—,LoopMe - Open Auction - CTV,,17414.09
2025-03-01,Select - BFM,Adtelligent,A+E Networks,Adtilligent Deal,AENet1,0.07
2025-10-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - Holiday/Shopping CTV (Deal Library) - Genre - Goodway,774408369864,535.5
2025-11-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > High Index Zips - Home Depot Visitors - Banner,Quoru178,0.0
2025-09-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - Battle States - Nevada NV - Politics Allowed (Deal Library),BFM077,0.0
2025-12-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Fubo),,1.2
2025-12-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Price Targeted),,2183.37
2025-02-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - AMC - Network Targeting,135878418139,34.21
2025-12-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Deal - CTV - RON - Canada,340423331748,634.83
2025-02-01,Select - BFM,SimpliFi,AI Digital,AI Digital - C0109 - CTV - Smart Audience - MLB Fans - 032823,AIDig81,1.06
2025-07-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - Genre Music,809033757075,0.03
2025-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch - CTV (Charter),,0.0
2026-01-01,Open Auction - BFM,Unruly,—,Unruly Web 1st Price Video (Desktop Only),,0.0
2026-03-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP Display,,0.02
2026-03-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - CTV - 1st Price,,140.34
2025-05-01,Select - BFM,Beeswax,Simulmedia,PlayerWON-Ribeye-FY25,PlayerWONRibeyeFY25,0.0
2025-11-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP,,10511.87
2025-11-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - Desktop MW - Open Auction,,10217.65
2025-10-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - CTV - TEGNASOURCED 081221,TEGNA1,1520.65
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV (MIQ LATAM CTV RON),,0.0
2025-03-01,Select - BFM,TheTradeDesk,AI Digital,AI Digital - Beachfront -  C0024 - CTV - Music - 082323,AIDig108,0.0
2025-09-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV,,1933.97
2025-02-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - VideoAmp - CTV - Always On (Efficiency Monitoring),112854873831,0.0
2025-03-01,Select - BFM,SimpliFi,Mavern Media,Cold Weather Fitness Enthusiasts - Simpli.fi - CTV,Maver12,0.0
2025-10-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV (Business and News),385551492251,1269.15
2026-02-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Beeswax - CTV - VideoAmp - Entertainment,VideoAmp99362,104.27
2025-09-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_CA_CT_CTV_BF_MLMBRID4972,Multi25,0.0
2026-02-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Food,Beach165,165.5
2025-06-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Entertainment,105507977165,753.24
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Soccer US - ctv,Audig1787,0.0
2025-11-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Fubo CTV (RON),BFM062,224.13
2026-03-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - MW - 1st Price (HB),,0.0
2026-03-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - MW [Display],,0.0
2025-06-01,Open Auction - BFM,Demandbase,—,DemandBase - CTV,,471.97
2025-03-01,DSP Marketplace - BFM,4INFO,—,Cadent_TLC_PMP_Test,787859088504,0.0
2026-06-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Migration,Beeswax Deal - CTV - AudienceXpress - RON,765218873628,0.0
2025-12-01,DSP Marketplace - BFM,Viant,—,Viant Deal - Desktop/MW (OLV Political - Center Leaning),936723160001,0.0
2025-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - Political (FP1),625581164304,0.0
2025-11-01,Select - BFM,TheTradeDesk,Mavern Media,Mavern Media & Beachfront - Doe Anderson - TTD - Multiple - Live Sports Auction Package - CTV - 20250402,Maver19,0.0
2025-09-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (Disney / Hearst),BFMNET003,0.0
2025-11-01,Open Auction - BFM,—,—,Basis - CTV - oRTB - (US),,0.0
2026-06-01,Open Auction - BFM,Between Exchange,—,Bidswitch - APP,,0.01
2025-12-01,DSP Marketplace - BFM,—,Beachfront Deal Curation,Conversant Deal - CTV - Political RON,513073226453,0.0
2025-01-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - CTV ($15 MiQ) (Walmart),176619450572,0.0
2026-04-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV (P)-SPF,430109082311,2474.1
2026-04-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Targeting away from Political (IRIS),925896302547,6691.98
2025-02-01,Select - BFM,TheTradeDesk,Mavern Media,Mavern Media & Beachfront - MJA - TTD - Multiple - Live Sports - CTV - 20250306,Maver15,0.0
2025-04-01,Open Auction - BFM,Bidswitch,—,Bidswitch Deal - CTV - Roku - MIQ - LATAM RON,,0.0
2026-03-01,Open Auction - BFM,OTT Advisors (Demand),—,OTT Advisors Deal - CTV - (Univision),,0.0
2025-03-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Contextual CTV_BFM,IRIS00289,0.0
2026-05-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant DirectTV CTV Deal,482917560394,13476.44
2025-05-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - CTV RON,298578719382,8267.66
2025-03-01,DSP Marketplace - BFM,4INFO,—,Cadent_Lifetime_PMP,497052641697,-0.0
2025-08-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web (Taboola),,36.11
2026-05-01,Open Auction - BFM,Sharethrough,—,Sharethrough CTV Video - Shamrock Farms Bundle Optimized,,350.77
2025-11-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - A&amp;E - Efficient CPM,456808823983,873.33
2026-04-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Contextual CTV_BFM,IRIS00289,0.0
2026-03-01,Select - BFM,Yahoo DSP,Camelot,PMG - Pub Targeting - Hardee's,PMGPubHardees,0.0
2026-03-01,Select - BFM,Yahoo DSP,Camelot,Yahoo - Curated CTV - Hardees,PMGCuratedCTVHardees,0.0
2025-05-01,Select - BFM,Marketing Architects -RTB,Amagi Reseller,Amagi QueStar - Marketing Architects,Amagi5,-0.0
2025-05-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - $12-$14.99,Strat32,34.75
2025-02-01,Open Auction - BFM,4INFO,—,Cadent_TheWeatherChannel_PMP,,0.0
2025-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Cable Broadcast - Scripps-Newsy,855918727592,2218.72
2025-10-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - CTV - Political RON,513073226453,5193.47
2025-03-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - Political (Pol),542428290418,0.0
2025-05-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (EW Scripps),BFMNET009,43.28
