quarter,connection_type,business_line,product_category,dsp_group_name,channel_id,rev_gross,impressions
2025-07-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,84227.26,109686038
2025-04-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,83631.68,20896729
2026-01-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,83441.78,93941653
2025-04-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,83058.24,6730599
2025-04-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,82798.79,46802369
2025-10-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,82754.94,88883954
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,82146.64,198345468
2026-01-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,81999.97,159424411
2025-04-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,81978.71,11397513
2025-07-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,81935.73,5563606
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,NextRoll,NextRoll,81827.96,653227157
2026-04-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,81740.05,2993451
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),80208.78,8925262
2025-10-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,78899.23,4478400
2025-04-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,78177.64,5195096
2025-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,76818.09,5177629
2026-01-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,76012.29,8871662
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,73851.4,46547560
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,73849.76,52803705
2025-01-01,Direct,Select - BFM,CTV,Viant,Viant,72998.54,3903141
2025-07-01,Direct,Select - BFM,CTV,Viant,Viant,71985.16,6911279
2025-01-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,71884.13,33394120
2025-04-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,71099.24,10475318
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,71079.79,91314591
2026-04-01,Direct,Select - BFM,CTV,Viant,Viant,71012.42,7037341
2025-04-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,70478.17,9821749
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Viant,Viant,70280.85,7487629
2025-07-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,70027.09,130257497
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,69926.62,6952767
2026-04-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,69325.18,6447700
2025-07-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,68820.13,4355906
2025-01-01,Direct,Open Auction - BFM,CTV,StackAdapt,StackAdapt,68654.67,8169038
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Beeswax,Beeswax,68606.56,5085266
2026-04-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,68318.22,88682618
2026-01-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,67965.84,26459486
2025-04-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,67808.12,6994050
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,67121.78,3455876
2026-04-01,Direct,Open Auction - Seedtag,Display,Viant,Viant,66265.88,35907612
2025-10-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,66091.95,12397241
2025-04-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,65916.87,65219541
2026-04-01,Direct,Open Auction - Seedtag,Display,Conversant,Conversant,65914.9,47407515
2026-04-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,65882.03,8643760
2025-07-01,Direct,Open Auction - Seedtag,Native,Outbrain/Teads,Outbrain,65156.11,112473643
2025-01-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,64752.98,7931273
2025-04-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,64340.22,6426851
2025-10-01,Direct,Open Auction - Seedtag,Display,Outbrain/Teads,Outbrain,64267.11,164511389
2026-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,64102.38,16220581
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,64055.58,6531151
2025-04-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,63414.98,12792952
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,63349.18,47418985
2026-04-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,63203.84,134279404
2025-10-01,Direct,Select - BFM,CTV,Viant,Viant,62178.68,6580375
2026-04-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,61418.27,6900934
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,61235.0,42073933
2025-01-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,60434.22,8086279
2026-01-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,60174.59,154068271
2025-04-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,60046.34,17555459
2026-04-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,59485.93,142217954
2025-07-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,59019.82,7082260
2026-01-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,58232.72,5380547
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,DV360,GDN,58177.28,70794104
2026-04-01,BidSwitch,Open Auction - BFM,CTV,Zeta DSP,Zeta DSP,58113.02,4575862
2025-01-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,57446.21,6690208
2025-07-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,57117.95,5696182
2026-04-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,56548.6,5453251
2026-07-01,Direct,Select - BFM,CTV,Yahoo DSP,Yahoo DSP,56086.91,6270174
2025-01-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,55532.68,3638554
2026-07-01,Direct,DSP Marketplace - BFM,CTV,StackAdapt,StackAdapt,55323.08,3610051
2025-07-01,Direct,Open Auction - BFM,CTV,4INFO,4INFO,55162.75,10462624
2025-07-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,54801.65,31777010
2025-04-01,Direct,Select - BFM,CTV,Viant,Viant,54780.32,4359673
2025-07-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,54366.48,63803769
2026-01-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,53970.88,9401024
2025-01-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,53444.11,43695286
2026-07-01,BidSwitch,Open Auction - Seedtag,Display,Sportradar,Sportradar,53281.39,125319145
2025-10-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,52766.24,52928447
2026-01-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,52560.1,2270930
2026-07-01,Direct,Open Auction - Seedtag,Native,Opera,Opera,52175.92,95978538
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,51454.18,2457498
2025-07-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,51375.14,86485029
2025-01-01,Direct,Open Auction - BFM,CTV,SimpliFi,SimpliFi,50957.47,7943813
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),50329.31,5883555
2026-01-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,50118.38,18409532
2025-10-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,47670.8,6784087
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Conversant,Epsilon (Conversant),47402.36,5252038
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Viant,Viant,47361.63,18698674
2026-01-01,BidSwitch,PMP Web - O&O,Display,DV360,DBM,47348.14,10839777
2025-04-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,47158.29,28232166
2026-07-01,Direct,Open Auction - BFM,CTV,Basis Technologies,Basis Technologies,46904.02,3696741
2026-04-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,46092.79,6262467
2026-07-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,45840.54,3067980
2025-10-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,45514.13,47096632
2025-01-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,45002.91,4945584
2025-10-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,44884.96,26563148
2025-10-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,43694.39,3221393
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,43602.11,2929770
2026-01-01,Direct,Open Auction - Seedtag,Native,StackAdapt,StackAdaptDSP,43467.08,28257931
2025-01-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,43302.9,9723288
2026-01-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,42381.13,8050766
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,42253.17,2857905
2025-07-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,41404.62,7204752
2026-04-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,41230.53,2756538
2025-01-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,41205.01,5072121
2026-01-01,Direct,Select - BFM,CTV,Viant,Viant,41013.28,4478660
2026-04-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,40952.42,6405828
2025-10-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,40648.81,6248434
2025-01-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,40560.68,
2026-04-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,40415.98,52774187
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,40371.6,19148845
2025-07-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,40111.13,35737291
2025-01-01,Direct,Open Auction - BFM,Display,Viant,Viant,39805.26,26156959
2025-04-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,39721.78,5720714
2025-04-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,39429.04,7238877
2025-10-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,39128.87,49001875
2025-07-01,Direct,Select - BFM,CTV,Walmart,Walmart,39003.18,4335755
2026-01-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,38842.85,4080971
2026-04-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,38423.66,200270511
2026-01-01,Direct,Open Auction - Seedtag,Display,Viant,Viant,38161.11,23720017
2025-04-01,Direct,PMP CTV - O&O,CTV,Viant,Viant,38063.91,2317643
2025-07-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,37664.21,4533458
2026-01-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,37018.2,109555268
2026-07-01,Direct,Select - BFM,CTV,TheTradeDesk,TheTradeDesk,36820.32,4111455
2026-04-01,BidSwitch,DSP Marketplace - BFM,CTV,Samsung DSP,Samsung DSP,36627.58,13133293
2026-07-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,36614.17,3955822
2026-01-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,36279.1,2667538
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,35886.46,60648957
2026-04-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,34525.21,95370348
2025-07-01,BidSwitch,PMP Web - O&O,Online Video,DV360,DBM,34416.11,1923408
2026-07-01,Direct,Open Auction - Seedtag,Display,Xandr,AppNexus,34224.9,280350320
2025-04-01,Direct,Select - BFM,CTV,Walmart,Walmart,34154.06,4022853
2025-01-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,34116.47,20465113
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,33834.1,68676175
2025-07-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,33631.86,4640683
2025-04-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,33575.18,23480674
2025-01-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,33434.5,7892030
2025-01-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,33300.98,4622927
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Xandr,AppNexus,33141.01,86529826
2025-04-01,Direct,Open Auction - BFM,CTV,MadHive,MadHive,32994.54,6154915
2025-01-01,Direct,DSP Marketplace - BFM,CTV,BidSwitch,Bidswitch,32866.94,4620955
2026-07-01,Direct,Open Auction - Seedtag,Display,Conversant,Conversant,32840.09,22720191
2025-10-01,Direct,Open Auction - BFM,CTV,GroundTruth,GroundTruth,32772.46,4535486
2025-07-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,32579.8,7295845
2025-01-01,Direct,Open Auction - BFM,CTV,MadHive,MadHive,32014.77,4396752
2026-01-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,31956.34,214310815
2025-07-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,31254.04,5358319
2025-04-01,Direct,PMP CTV - O&O,CTV,StackAdapt,StackAdapt,31017.33,1064204
2025-10-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,30613.0,8723697
2025-07-01,Direct,Open Auction - Seedtag,Display,Outbrain/Teads,Outbrain,30503.89,56171231
2025-01-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,30300.59,4224917
2026-01-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,29978.2,42718987
2025-07-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,29602.01,1386648
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,29381.87,47092989
2025-01-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,29372.29,
2025-01-01,Direct,Open Auction - Seedtag,Online Video,Nexxen,Nexxen,29305.7,
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Conversant,Conversant,28700.57,24499087
2025-01-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,28248.15,
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Octillion,Octillion,28211.34,2392530
2026-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,28099.39,1653063
2025-04-01,Direct,Open Auction - BFM,Display,Viant,Viant,28073.59,33173015
2025-10-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,27688.89,2591376
2025-07-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,27635.17,4041202
2025-04-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,27632.13,107463537
2025-07-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,27602.81,20994689
2025-04-01,Direct,Open Auction - BFM,CTV,Walmart,Walmart,26529.1,2767377
2026-04-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,26382.13,9239119
2025-07-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,26128.44,17884977
2026-04-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,25616.83,11859614
2025-01-01,Direct,Open Auction - BFM,CTV,Amobee,Amobee,25179.7,3895077
2025-01-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,25072.93,3347656
2025-04-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,24382.68,4069751
2026-07-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,24269.55,1591436
2025-04-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,23825.23,3113385
2026-07-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,23792.2,2147123
2026-04-01,Direct,Select - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,23708.7,2208840
2025-10-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,23632.39,6896951
2026-04-01,Direct,Open Auction - BFM,CTV,Lemma DSP,Lemma DSP,23589.62,8773364
2025-04-01,BidSwitch,Select - BFM,Display,DV360,DV360,23344.2,4517542
2026-01-01,BidSwitch,Open Auction - BFM,CTV,Amazon DSP,Amazon DSP,23297.68,33172725
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,22944.09,2725666
2026-07-01,Direct,PMP Web - O&O,Display,Viant,Viant,22820.11,3104087
2026-07-01,Direct,Open Auction - BFM,CTV,Adtelligent,Adtelligent,22794.62,1986497
2025-10-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,22791.65,2124427
2025-01-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,22776.14,9696027
2026-07-01,BidSwitch,Open Auction - BFM,CTV,DV360,DV360,22709.85,2909662
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Outbrain/Teads,Outbrain,22604.83,59926756
2025-01-01,Direct,Open Auction - BFM,Display,SimpliFi,SimpliFi,22570.96,16550182
2025-07-01,Direct,Open Auction - BFM,CTV,Yahoo DSP,Yahoo DSP,22362.95,3154239
2025-04-01,Direct,Open Auction - BFM,CTV,Seedtag,Seedtag,22302.58,1816343
2025-10-01,Direct,PMP CTV - O&O,CTV,Amobee,Amobee,22251.21,958027
2025-10-01,Direct,Select - BFM,CTV,Walmart,Walmart,22033.77,2165412
2025-01-01,Direct,Select - BFM,CTV,Walmart,Walmart,21695.59,2483757
2025-01-01,Direct,Select - BFM,Display,TheTradeDesk,TheTradeDesk,21534.76,17535536
2026-04-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,21297.95,4312762
2025-07-01,Direct,PMP Web - O&O,Display,Xandr,AppNexus,21190.6,7513877
2026-01-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,21019.75,7506852
2026-04-01,Direct,DSP Marketplace - BFM,CTV,JamLoop OpenRTB,JamLoop OpenRTB,20970.74,1933068
2025-07-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,20775.38,3236628
2025-10-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,19707.4,1877818
2025-04-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,19563.95,6354444
2025-10-01,BidSwitch,DSP Marketplace - BFM,CTV,Zeta DSP,Zeta DSP,19304.08,1177139
2026-01-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,19097.08,5088223
2026-04-01,Direct,Open Auction - BFM,CTV,Pubmatic,Pubmatic,18766.15,2450661
2025-01-01,Direct,Open Auction - BFM,CTV,Seedtag,Seedtag,18547.95,2092919
2025-01-01,Direct,DSP Marketplace - BFM,CTV,SimpliFi,SimpliFi,18294.55,2564257
2025-07-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,18114.95,6241745
2026-01-01,Direct,Open Auction - Seedtag,Online Video,Viant,Viant,17984.76,7267488
2026-07-01,Direct,Open Auction - Seedtag,Native,TheTradeDesk,TheTradeDesk,17843.65,45011170
2026-01-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,17679.29,10324381
2025-04-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,17599.37,21113984
2025-04-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,17298.69,2511004
2025-04-01,Direct,Select - BFM,Display,TheTradeDesk,TheTradeDesk,17200.54,14915067
2025-01-01,Direct,Select - BFM,CTV,StackAdapt,StackAdapt,17141.05,2173375
2026-01-01,Direct,DSP Marketplace - BFM,CTV,DeepIntent,DeepIntent,16951.75,3369260
2025-10-01,Direct,Open Auction - BFM,Display,Basis Technologies,Basis Technologies,16687.21,12439536
2025-10-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,16628.24,12078774
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Basis Technologies,Basis Technologies,16547.17,1212550
2025-10-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,16198.08,57029846
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,16175.29,5119540
2026-07-01,Direct,Open Auction - Seedtag,Display,Opera,Opera,16124.71,36275008
2026-04-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,16070.72,39133784
2026-01-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,15868.01,42003671
2025-01-01,Direct,Open Auction - BFM,CTV,SmartyAds,SmartyAds,15836.64,2652957
2026-01-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),15764.83,13742786
2025-07-01,Direct,Open Auction - BFM,CTV,MadHive,MadHive,15604.87,3809559
2025-07-01,BidSwitch,Open Auction - Seedtag,Display,StackAdapt,StackAdapt,15223.91,15329847
2025-04-01,Direct,Open Auction - BFM,Display,Adtheorent,Adtheorent,15222.54,8014492
2025-07-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,15128.04,15473972
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Outbrain/Teads,Outbrain,14821.25,46972147
2026-07-01,Direct,DSP Marketplace - BFM,CTV,MadHive,MadHive,14820.07,1876035
2025-10-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,14636.89,61261768
2025-10-01,Direct,PMP Web - O&O,Native,RtbHouse,RtbHouse,14451.67,3309687
2025-10-01,Direct,Open Auction - BFM,CTV,SundaySky,SundaySky,14198.06,2213390
2025-01-01,BidSwitch,Select - BFM,CTV,DV360,DV360,14132.58,1531032
2025-01-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,14085.17,
2026-01-01,Direct,Select - BFM,CTV,Walmart,Walmart,14005.07,1274558
2026-07-01,Direct,PMP CTV - O&O,CTV,Walmart,Walmart,13967.32,615854
2026-01-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,13813.73,37950387
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Viant,Viant,13546.84,6205891
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,13242.21,606076
2025-10-01,BidSwitch,PMP CTV - O&O,CTV,Amazon DSP,Amazon DSP,13144.79,4404898
2026-07-01,Direct,Open Auction - Seedtag,Display,Illumin,Illumin,13132.79,17505426
2026-04-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,13091.85,10557822
2025-01-01,Direct,DSP Marketplace - BFM,CTV,GroundTruth,GroundTruth,12132.72,748670
2025-10-01,BidSwitch,Select - BFM,CTV,DV360,DV360,12106.15,999322
2025-01-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,12044.21,5943157
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Quantcast,Quantcast,11989.06,13694743
2026-07-01,Direct,Open Auction - Seedtag,Online Video,RtbHouse,RtbHouse,11988.1,8109446
2025-01-01,Direct,Open Auction - BFM,CTV,Demandbase,Demandbase,11980.54,672724
2026-07-01,Direct,Open Auction - BFM,CTV,LoopMe,LoopMe,11902.43,911816
2025-04-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,11859.91,1629497
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,11787.0,836719
2026-07-01,Direct,Open Auction - BFM,CTV,Sharethrough,Sharethrough,11443.0,1531020
2025-04-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,11079.12,14704562
2026-07-01,Direct,Open Auction - BFM,CTV,Adtheorent,Adtheorent,10921.98,1281428
2026-04-01,Direct,PMP Web - O&O,Display,Viant,Viant,10889.0,4099008
2026-04-01,BidSwitch,Open Auction - Seedtag,Native,Madopi,Madopi,10641.28,88236091
2026-04-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,10556.43,2991895
2025-07-01,Direct,Open Auction - BFM,Display,Viant,Viant,10539.14,12577164
2025-07-01,BidSwitch,DSP Marketplace - BFM,CTV,Infillion,Infillion,10294.06,1431344
2025-01-01,BidSwitch,PMP CTV - O&O,CTV,IPONWEB BidCore,IPONWEB BidCore,10194.56,372003
2026-07-01,Direct,Open Auction - Seedtag,Native,Xandr,AppNexus,10128.08,14944016
2025-07-01,Direct,Open Auction - Seedtag,Online Video,MSAN,AppNexus,9779.76,41539632
2025-04-01,Direct,DSP Marketplace - BFM,CTV,Yahoo DSP,Yahoo DSP,9646.14,580230
2025-07-01,Direct,DSP Marketplace - BFM,CTV,Stirista,Stirista,9567.95,991771
2025-01-01,Direct,Open Auction - BFM,CTV,Storygize,Storygize,9560.32,9086114
2025-01-01,Direct,Select - BFM,CTV,Beeswax,Beeswax,9383.09,612743
2026-07-01,Direct,Open Auction - BFM,Display,TheTradeDesk,TheTradeDesk,9327.3,15053814
2026-04-01,BidSwitch,Open Auction - Seedtag,Display,Madopi,Madopi,9173.19,20251663
2026-07-01,Direct,Open Auction - Seedtag,Display,Viant,Viant,9053.16,5222915
2026-07-01,Direct,PMP - Curation,Online Video,TheTradeDesk,TheTradeDesk,8953.62,1883419
2025-07-01,Direct,Open Auction - Seedtag,Online Video,Beeswax,Beeswax,8940.45,5953371
2026-07-01,Direct,PMP - Curation,Display,RtbHouse,RtbHouse,8927.66,33943327
2026-07-01,Direct,Open Auction - Seedtag,Native,Nexxen,Nexxen,8919.27,49566649
2025-04-01,Direct,DSP Marketplace - BFM,CTV,SimpliFi,SimpliFi,8913.43,642942
2026-04-01,BidSwitch,Open Auction - Seedtag,Online Video,Amazon DSP,AmazonBidswitch,8869.71,11881872
2025-04-01,BidSwitch,Open Auction - BFM,Display,DV360,DV360,8693.01,3528321
2025-01-01,BidSwitch,Select - BFM,Display,DV360,DV360,8677.65,1358089
2025-10-01,BidSwitch,Open Auction - BFM,CTV,Infillion,Infillion,8655.06,2461398
2025-07-01,Direct,Open Auction - BFM,Display,Walmart,Walmart,8644.37,15523032
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,8602.9,5875861
2026-04-01,Direct,Open Auction - BFM,CTV,Conversant,Epsilon (Conversant),8388.02,3374942
2026-07-01,Direct,DSP Marketplace - BFM,CTV,Walmart,Walmart,8340.94,1058214
2026-07-01,Direct,Open Auction - BFM,CTV,Xandr,AppNexus,8075.31,4797364
2025-07-01,Direct,PMP Web - O&O,Display,RtbHouse,RtbHouse,8007.92,3133761
2025-10-01,Direct,Open Auction - BFM,Display,Viant,Viant,7889.59,9700344
2026-04-01,Direct,Open Auction - BFM,CTV,Marketing Architects,Marketing Architects -RTB,7857.1,2868762
2025-07-01,BidSwitch,Select - BFM,CTV,DV360,DV360,7777.86,1459861
2026-01-01,BidSwitch,Open Auction - Seedtag,Online Video,Sportradar,Sportradar,7746.18,37031191
2025-04-01,Direct,Open Auction - Seedtag,Online Video,Opera,Opera,7721.73,1594220
2025-10-01,Direct,Open Auction - Seedtag,Display,Beeswax,Beeswax,7701.87,5953817
2026-07-01,Direct,Open Auction - Seedtag,Online Video,Illumin,Illumin,7662.02,6675631
